Name,Name-PT,Type,Type-PT,Subtype,Subtype-PT,Group,Group-PT,Control,Control-PT,Rtg,lNum,lName,,Cost,Source,Source-PT,Prerequsites,Description,Description-PT,House Rules,OrgRef
Respect of the Animals,Respeito dos Animais,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,MET Laws of Elysium,,,,,,
Return of the Heart,Retorno do Coração,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,V20 Dark Ages,,,,,,
Rutor's Hands,Mãos de Rutor,Ritual,Ritual,Hermetic,,,,Tremere,,-,4,Intermediate,,4,Rites of the Blood,,,,,,
Rutor’s Hands,Mãos de Rutor,Ritual,Ritual,Hermetic,,,,Tremere,,1,4,Intermediate,,4,Laws of the Night Revised,,,,,,
Sanguine Trail,Trilha Sanguínea,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,Lore of the Clans,,,,,,
Scry,Escrutinar,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,MET Storyteller's Guide,,,,,,
Scry,Escrutinar,Ritual,Ritual,Hermetic,,,,Tremere,,-,4,Intermediate,,4,Rites of the Blood,,,,,,
Shaft of Belated Quiescence,Haste da Quietude Tardia,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,Guide to the Camarilla,,,,,,
Soul of the Homonculi,Alma dos Homúnculos,Ritual,Ritual,Hermetic,,,,Tremere,,1,4,Intermediate,,4,Laws of the Night Revised,,,,,,
Soul of the Homunculi,Alma dos Homúnculos,Ritual,Ritual,Hermetic,,,,Tremere,,-,4,Intermediate,,4,Rites of the Blood,,,,,,
Soul of the Homunculi,Alma dos Homúnculos,Ritual,Ritual,Hermetic,,,,Tremere,,-,4,Intermediate,,4,V20 Dark Ages,,,,,,
Splinter Servant,Servo Fragmentado,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,Guide to the Camarilla,,,,,,
Stolen Kisses,Beijos Roubados,Ritual,Ritual,Hermetic,,,,Tremere,,1,4,Intermediate,,4,MET Storyteller's Guide,,,,,,
Stolen Kisses,Beijos Roubados,Ritual,Ritual,Hermetic,,,,Tremere,,-,4,Intermediate,,4,Rites of the Blood,,,,,,
Summon Mischievous Spirit,Invocar Espírito Travesso,Ritual,Ritual,Hermetic,,,,Tremere,,3,4,Intermediate,,4,Player's Guide to the Sabbat,,,,,,
Summon the Blood Imp,Invocar o Diabrete de Sangue,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,Rites of the Blood,,,,,,
Tansubstantiation of Seven,Transubstanciação dos Sete,Ritual,Ritual,Hermetic,,,,Tremere,,-,4,Intermediate,,4,Rites of the Blood,,,,,,
Telecommunication,Telecomunicação,Ritual,Ritual,Hermetic,,,,Tremere,,1,4,Intermediate,,4,MET Storyteller's Guide,,,,,,
The Bottled Voice,A Voz Engarrafada,Ritual,Ritual,Hermetic,,,,Tremere,,-,4,Intermediate,,4,Rites of the Blood,,,,,,
"Touch of Nightshade, A",Um Toque de Beladona,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,MET Storyteller's Guide,,,,,,
Track Transgressor,Rastrear o Transgressor,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,MET Storyteller's Guide,,,,,,
Track Transgressor,Rastrear o Transgressor,Ritual,Ritual,Hermetic,,,,Tremere,,-,4,Intermediate,,4,Rites of the Blood,,,,,,
Translocation of the Vessel,Translocação do Recipiente,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,Rites of the Blood,,,,,,
Transubstantiation of the Seven,Transubstanciação dos Sete,Ritual,Ritual,Hermetic,,,,Tremere,,1,4,Intermediate,,4,Clanbook: Tremere Revised,,,,,,
Unseen Change,Mudança Invisível,Ritual,Ritual,Hermetic,,,,Tremere,,1,4,Intermediate,,4,MET Laws of Elysium,,,,,,
Unweave Ritual,Desmanchar Ritual,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,Clanbook: Tremere Revised,,,,,,
Unweave Ritual,Desmanchar Ritual,Ritual,Ritual,Hermetic,,,,Tremere,,-,4,Intermediate,,4,Rites of the Blood,,,,,,
Vigil of the Stone Guardian,Vigília do Guardião de Pedra,Ritual,Ritual,Hermetic,,,,Tremere,,1,4,Intermediate,,4,Rites of the Blood,,,,,,
Ward (and Warding Circle) vs. Cainite/Kindred,Guarda (e Círculo de Proteção) contra Cainitas/Kindred,Ritual,Ritual,Hermetic,,,,Tremere,,1,4,Intermediate,,4,Guide to the Camarilla,,,,,,
Ward (and Warding Circle) vs. Fae,Guarda (e Círculo de Proteção) contra as Fadas,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,MET Storyteller's Guide,,,,,,
Ward (and Warding Circle) vs. Lupines,Guarda (e Círculo de Proteção) contra Lupinos,Ritual,Ritual,Hermetic,,,,Tremere,,1,4,Intermediate,,4,Guide to the Camarilla,,,,,,
Ward Magic,Guarda contra Magia,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,World of Darkness,,,,,,
Ward Versus Cathayans,Guarda contra Cathayans,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,San Francisco by Night,,,,,,
Ward vs. Vitae,Guarda contra Vitae,Ritual,Ritual,Hermetic,,,,Tremere,,3,4,Intermediate,,4,MET Anarch Guide,,,,,,
Ward vs. Vitae,Guarda contra Vitae,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,MET Anarch Guide,,,,,,
"Watcher, The",O Vigia,Ritual,Ritual,Hermetic,,,,Tremere,,1,4,Intermediate,,4,MET Laws of Elysium,,,,,,
Writ of Protected Passage,Mandado de Passagem Protegida,Ritual,Ritual,Hermetic,,,,Tremere,,2,4,Intermediate,,4,San Francisco by Night,,,,,,
Abandon the Fetters,Abandonar as Amarras,Ritual,Ritual,Hermetic,,,,Tremere,,-,5,Advanced,,6,Rites of the Blood,,,,,,
Abandon the Fetters of Blood (T),Abandonar as Amarras do Sangue (T),Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"Tremere CB (R), pg. 65",,,,,,
Abandon the Fetters of the Blood,Abandonar as Amarras do Sangue,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,Clanbook: Tremere Revised,,,,,,
Asymmetrical Reproduction,Reprodução Assimétrica,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Rites of the Blood,,,,,,
Asymmetrical Reproduction,Reprodução Assimétrica,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"V20: RotB, pg. 109",,,,,,
Blood Contract,Contrato de Sangue,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,Laws of the Night Revised,,,,,,
Blood Contract,Contrato de Sangue,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,"MET: LotN(R), pg. 187",,,,,,
Chaining the Beast of Hell*,Acorrentando a Besta do Inferno*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Charoum’s Stone of Exile*,Pedra do Exílio de Charoum*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Cobra’s Favor,Favor da Cobra,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,MET Storyteller's Guide,,,,,,
Cobra’s Favor,Favor da Cobra,Ritual,Ritual,Hermetic,,,,Tremere,,-,5,Advanced,,6,Rites of the Blood,,,,,,
Cobra’s Favor,Favor da Cobra,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"MET: StG, pg. 73",,,,,,
Court of Hallowed Truth,Corte da Verdade Sagrada,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,MET Storyteller's Guide,,,,,,
Court of Hallowed Truth,Corte da Verdade Sagrada,Ritual,Ritual,Hermetic,,,,Tremere,,-,5,Advanced,,6,Rites of the Blood,,,,,,
Court of Hallowed Truth,Corte da Verdade Sagrada,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"MET: StG, pg. 73",,,,,,
Craft Spirit Bloodstone*,Forjar Heliotrópio Espiritual*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Create Demon Bound,Criar Vínculo Demoníaco,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Blood Magic: Secrets of Thaumaturgy,,,,,,
Create Demonbound (T),Criar Vínculo Demoníaco (T),Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"Blood Magic, pg. 136",,,,,,
Create Razor Bat,Criar Morcego Navalha,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Blood Magic: Secrets of Thaumaturgy,,,,,,
Create Razor Bat (T),Criar Morcego Navalha (T),Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"Blood Magic, pg. 137",,,,,,
Create Stone Dog,Criar Cão de Pedra,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Blood Magic: Secrets of Thaumaturgy,,,,,,
Create Stone Dog (T),Criar Cão de Pedra (T),Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"Blood Magic, pg. 137",,,,,,
Curse of Clytaemnestra,Maldição de Clitemnestra,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,MET Laws of Elysium,,,,,,
Curse of Clytemnestra,Maldição de Clitemnestra,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"MET: LoE, pg. 85",,,,,,
Dedicate Haven,Dedicar Refúgio,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"V20: DA, pg. 310",,,,,,
Detect Authority,Detectar Autoridade,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Anarch Cookbook,,,,,,
Diamond’s Doom*,Perdição do Diamante*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Dominion,Domínio,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,MET Laws of Elysium,,,,,,
Dominion,Domínio,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"MET: LoE, pg. 92",,,,,,
Enchant Talisman,Encantar Talismã,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,Guide to the Camarilla,,,,,,
Enchant Talisman (T),Encantar Talismã (T),Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,"V20: Core, pg. 239",,,,,,
Escape to a True Friend,Fuga para um Amigo Verdadeiro,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,"MET: F&F, pg. 209",,,,,,
Escape to a True Haven,Fuga para um Refúgio Verdadeiro,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"V20: DA, pg. 310",,,,,,
Escape to True Friend,Fuga para um Amigo Verdadeiro,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Guide to the Camarilla,,,,,,
Eyes of the Beast,Olhos da Besta,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,MET Laws of Elysium,,,,,,
Eyes of the Beast,Olhos da Besta,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"MET: LoE, pg. 92",,,,,,
For the protection of a Chantry by Spiritual Essence*,Para a Proteção de uma Capela pela Essência Espiritual*,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,OWBN CCDB,,,,,,
Ghost in the System,Fantasma no Sistema,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,Blood Magic: Secrets of Thaumaturgy,,,,,,
Ghost in the System,Fantasma no Sistema,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,"BM: SoT, pg. 97",,,,,,
Hangman’s Jig*,Dança do Carrasco*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Harmonize Building,Harmonizar Edifício,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,World of Darkness,,,,,,
Harmonize Building (T),Harmonizar Edifício (T),Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"WoD 1st, pg. 100",,,,,,
Import Item*,Importar Item*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Invisible Chains of Binding,Correntes Invisíveis de Vínculo,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Laws of the Night Revised,,,,,,
Invisible Chains of Binding,Correntes Invisíveis de Vínculo,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"MET: LotN(R), pg. 106",,,,,,
Lesser Trigger,Gatilho Menor,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"LotH, pg. 141",,,,,,
Lion Heart,Coração de Leão,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,MET Laws of Elysium,,,,,,
Lion Heart,Coração de Leão,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"MET: LoE, pg. 92",,,,,,
Magic Mirror* (T),Espelho Mágico* (T),Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,OWBN CCDB,,,,,,
Mindcrawler,Rastejador Mental,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,MET Laws of Elysium,,,,,,
Mindcrawler,Rastejador Mental,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"MET: LoE, pg. 92",,,,,,
Mine for Keeps*,Meu para Sempre*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Mirror Attunement*,Sintonia do Espelho*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Mirror Prison,Prisão do Espelho,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,Rites of the Blood,,,,,,
Mirror Prison,Prisão do Espelho,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"V20: RotB, pg. 29",,,,,,
Nectar of the Bitter Rose,Néctar da Rosa Amarga,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Laws of the Night Revised,,,,,,
Nectar of the Bitter Rose,Néctar da Rosa Amarga,Ritual,Ritual,Hermetic,,,,Tremere,,-,5,Advanced,,6,Rites of the Blood,,,,,,
Nectar of the Bitter Rose (T),Néctar da Rosa Amarga (T),Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"MET: LotN(R), pg. 187",,,,,,
Night of the Red Heart,Noite do Coração Vermelho,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Clanbook: Tremere Revised,,,,,,
Night of the Red Heart,Noite do Coração Vermelho,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"Tremere CB(R), pg. 65",,,,,,
Obliterate the Battlements,Obliterar as Muralhas,Ritual,Ritual,Hermetic,,,,Tremere,,NPC ONLY,5,Advanced,,6,San Francisco by Night,,,,,,
One Mind of the Covens,Uma Mente dos Covis,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,VTM Second Ed Player's Guide,,,,,,
One Mind of the Covens (T),Uma Mente dos Covis (T),Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,"tVPG(2nd), pg. 91",,,,,,
One Two One*,Um Dois Um*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Paper Flesh,Carne de Papel,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,MET Sabbat Guide,,,,,,
Paper Flesh,Carne de Papel,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"MET: SG, pg. 133",,,,,,
Ravening Walls of Ceoris (T),Muralhas Vorazes de Ceoris (T),Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"V20: DAC, pg. 117",,,,,,
Return the Host*,Devolver o Hospedeiro*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Revertere In Domum (Restore the Home)* (T),Revertere In Domum (Restaurar o Lar)* (T),Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,OWBN CCDB,,,,,,
Sanctuary,Santuário,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Rites of the Blood,,,,,,
Sanctuary,Santuário,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"V20: RotB, pg. 29-30",,,,,,
Sculpting the Perfect Servant,Esculpindo o Servo Perfeito,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,Blood Magic: Secrets of Thaumaturgy,,,,,,
Sculpting the Perfect Servant,Esculpindo o Servo Perfeito,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,"BM: SoT, pg. 97",,,,,,
Severed Hand,Mão Decepada,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,MET Storyteller's Guide,,,,,,
Severed Hand,Mão Decepada,Ritual,Ritual,Hermetic,,,,Tremere,,-,5,Advanced,,6,Rites of the Blood,,,,,,
Severed Hand,Mão Decepada,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,"MET: StG, pg. 73",,,,,,
Spirit of Torment,Espírito do Tormento,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,MET Laws of Elysium,,,,,,
Spirit of Torment,Espírito do Tormento,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"MET: LoE, pg. 93",,,,,,
Stone of the True Form,Pedra da Forma Verdadeira,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,MET Storyteller's Guide,,,,,,
Stone of the True Form,Pedra da Forma Verdadeira,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,Rites of the Blood,,,,,,
Stone of the True Form,Pedra da Forma Verdadeira,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,"MET: StG, pg. 74",,,,,,
Stone Slumber,Sono de Pedra,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,MET Storyteller's Guide,,,,,,
Stone Slumber,Sono de Pedra,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,"MET: StG, pg. 74",,,,,,
Take the Essence of Hell*,Tomar a Essência do Inferno*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Teleport to Safe Haven*,Teletransportar para Refúgio Seguro*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Thirst Unquenchable,Sede Insaciável,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Laws of the Night Revised,,,,,,
Thirst Unquenchable,Sede Insaciável,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"MET: LotN(R), pg. 106",,,,,,
Tremere’s Bane*,Ruína dos Tremere*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Trigger,Gatilho,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Lair of the Hidden,,,,,,
Umbra Walk,Caminhada na Umbra,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,Laws of the Night Revised,,,,,,
Umbra Walk,Caminhada na Umbra,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"MET: LotN(R), pg. 188",,,,,,
Unquenchable Flame of Mars,Chama Inextinguível de Marte,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"DA: PGttLC, pg. 27",,,,,,
Verdant Blade (T),Lâmina Verdejante (T),Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"A&T, pg. 146",,,,,,
"Verdant Blade, The",A Lâmina Verdejante,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,Archons and Templars,,,,,,
Vires Acquirit Eundo,Vires Acquirit Eundo,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Blood Magic: Secrets of Thaumaturgy,,,,,,
Vires Acquirit Eundo (T),Vires Acquirit Eundo (T),Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"BM: SoT, pg. 98",,,,,,
Ward (and Warding Circle) vs. Demons,Guarda (e Círculo de Proteção) contra Demônios,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,Dark Ages Companion,,,,,,
Ward (and Warding Circle) vs. Ghosts,Guarda (e Círculo de Proteção) contra Fantasmas,Ritual,Ritual,Hermetic,,,,Tremere,,1,5,Advanced,,6,Guide to the Camarilla,,,,,,
Ward (and Warding Circle) vs. Spirits,Guarda (e Círculo de Proteção) contra Espíritos,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,Guide to the Camarilla,,,,,,
Ward Circle vs. Ghosts,Círculo de Proteção contra Fantasmas,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"V20: Core, pg. 234",,,,,,
Ward Circle vs. Spirits,Círculo de Proteção contra Espíritos,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"V20: Core, pg. 234",,,,,,
Ward vs . Demons,Guarda contra Demônios,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"V20: Core, pg. 240",,,,,,
Ward vs . Spirits,Guarda contra Espíritos,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"V20: Core, pg. 240",,,,,,
Ward vs. Ghosts,Guarda contra Fantasmas,Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,"V20: Core, pg. 240",,,,,,
Ward vs. Magi,Guarda contra Magos,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"DA: PGttLC, pg. 176",,,,,,
Warding Circle vs. Celestial Beings,Círculo de Proteção contra Seres Celestiais,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,OWBN CCDB,,,,,,
Warding Circle vs. Demons,Círculo de Proteção contra Demônios,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,"V20: Core, pg. 234",,,,,,
Warding Circle vs. Magi,Círculo de Proteção contra Magos,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"DA: PGttLC, pg. 176",,,,,,
Way of the Wendigo,Caminho do Wendigo,Ritual,Ritual,Hermetic,,,,Tremere,,3,5,Advanced,,6,Rites of the Blood,,,,,,
Way of the Wendigo,Caminho do Wendigo,Ritual,Ritual,Hermetic,,,,Tremere,,4,5,Advanced,,6,"V20: RotB, pg. 30-31",,,,,,
What’s Yours is Mine* (T),O Que É Seu É Meu* (T),Ritual,Ritual,Hermetic,,,,Tremere,,2,5,Advanced,,6,OWBN CCDB,,,,,,
Wizard’s Gift*,Dádiva do Mago*,Ritual,Ritual,Hermetic,,,,Tremere,,5,5,Advanced,,6,OWBN CCDB,,,,,,
Drawing upon the Bound,Recorrendo ao Vinculado,Ritual,Ritual,Hermetic,,,,Tremere,,5,7,Elder,,8,"SPG(2nd), pg. 119",,,,,,
Platonic Split,Divisão Platônica,Ritual,Ritual,Hermetic,,,,Tremere,,NPC ONLY,-,Elder,,,Lair of the Hidden,,,,,,
Soul Disjunction,Disjunção da Alma,Ritual,Ritual,Hermetic,,,,Tremere,,NPC ONLY,-,Elder,,,Lair of the Hidden,,,,,,
"Surfeit of Serpents, A",Excesso de Serpentes,Ritual,Ritual,Hermetic,,,,Tremere,,NPC ONLY,-,Elder,,,Lair of the Hidden,,,,,,
Whips of the Erinyes,Chicotes das Erínias,Ritual,Ritual,Hermetic,,,,Tremere,,NPC ONLY,-,Elder,,,Lair of the Hidden,,,,,,
Banning Rituals (T),Rituais de Banimento (T),Ritual,Ritual,Hermetic,,,,Tremere,,4,,Variable,,"2, 4, 2006","V20: DAC, pg. 116",,,,,,
Banish Big Brother,Banir o Grande Irmão,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,-,2,Basic,,2,MET Anarch Guide,,,,,,
Blood Into Water,Sangue em Água,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,New York by Night,,,,,,
Blood Mastery,Maestria do Sangue,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,Clanbook: Tremere Revised,,,,,,
Burning Blade,Lâmina Flamejante,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,Guide to the Camarilla,,,,,,
Calling the Restless Spirit,Chamando o Espírito Inquieto,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,MET Laws of Elysium,,,,,,
Craft Bloodstone,Forjar Heliotrópio,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,MET Storyteller's Guide,,,,,,
Crimson Sentinel,Sentinela Carmesim,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,2,2,Basic,,2,The Long Night,,,,,,
Defense of the Sacred Haven,Defesa do Refúgio Sagrado,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,Laws of the Night Revised,,,,,,
Deflection of the Wooden Doom,Desviar a Perdição de Madeira,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,Laws of the Night Revised,,,,,,
Donning the Mask of Shadows,Vestindo a Máscara das Sombras,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,MET Laws of Elysium,,,,,,
Encrypt Missive,Criptografar Mensagem,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,MET Storyteller's Guide,,,,,,
Flatline,Linha Reta,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,2,2,Basic,,2,MET Anarch Guide,,,,,,
Flatline,Linha Reta,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,-,2,Basic,,2,MET Anarch Guide,,,,,,
Impassable Trail,Trilha Intransponível,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,MET Storyteller's Guide,,,,,,
Inscription,Inscrição,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,2,2,Basic,,2,Clanbook: Tremere Revised,,,,,,
Iron Body,Corpo de Ferro,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,MET Anarch Guide,,,,,,
Iron Body,Corpo de Ferro,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,-,2,Basic,,2,MET Anarch Guide,,,,,,
"Open Passage, The",A Passagem Aberta,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,Laws of the Night Revised,,,,,,
Principle Focus of Vitae Infusion,Foco Principal da Infusão de Vitae,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,Laws of the Night Revised,,,,,,
Purge the Inner Demon,Expurgar o Demônio Interior,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,MET Storyteller's Guide,,,,,,
Scent of the Lupine’s Passing,Cheiro da Passagem do Lupino,Ritual,Ritual,"Hermetic, Anarch",,,,Tremere,,1,2,Basic,,2,Laws of the Night Revised,,,,,,
